media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;2;1;0;0;40;39,9;38,9;39,8;41,3;1,0;103,3;341,3;0;6;30,000
2;2;3;1;4;40;39,9;38,9;39,8;40,3;0,5;83,1;165,5;0;6;30,000
1;2;2;1;0;40;39,9;38,5;39,7;40,3;0,7;88,4;174,4;0;6;30,000
1;2;1;0;0;40;39,9;38,7;39,7;40,7;0,7;92,6;341,1;0;6;30,000
2;2;2;1;0;40;39,9;39,1;39,8;40,4;0,5;100,2;321,5;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,7;35,2;0,5;91,4;6024,7;0;6;30,000
1;2;3;1;4;40;39,9;39,4;39,8;40,4;0,4;82,9;93,1;0;6;30,000
3;2;3;1;4;40;39,9;38,4;39,5;40,1;0,8;100,2;6237,2;0;6;30,000
1;2;3;1;4;40;39,9;39,0;39,8;40,3;0,5;87,8;93,0;0;6;30,000
2;2;1;0;0;40;39,9;38,4;39,6;40,2;0,7;138,6;632,5;0;6;30,000
1;2;3;1;4;40;39,9;39,0;39,8;40,1;0,4;84,7;93,0;0;6;30,000
1;2;1;0;0;40;39,9;39,2;39,8;40,3;0,5;92,0;341,0;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,8;40,6;0,7;97,8;322,3;0;6;30,000
2;2;2;1;0;40;37,5;0,0;0,0;0,0;0,0;0,0;4,6;101;6;30,000
1;2;2;1;0;40;39,9;39,4;39,6;40,1;0,3;98,9;174,6;0;6;30,000
1;2;2;1;0;40;39,9;38,8;39,8;40,3;0,6;93,7;174,6;0;6;30,000
2;2;3;1;4;40;39,9;39,4;39,8;40,1;0,3;82,3;165,7;0;6;30,000
3;2;2;1;0;35;34,8;33,9;34,8;35,3;0,6;102,6;5652,1;0;6;30,000
1;2;3;1;4;40;39,9;39,4;39,8;40,5;0,4;77,8;93,1;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,7;40,1;0,3;89,0;321,9;0;6;30,000
3;2;1;0;0;35;34,9;33,9;34,8;35,1;0,5;91,2;6033,2;0;6;30,000
2;2;1;0;0;40;39,9;38,1;39,6;40,5;0,9;145,0;632,3;0;6;30,000
1;2;1;0;0;40;39,9;39,2;39,8;40,8;0,6;98,2;341,0;0;6;30,000
3;2;2;1;0;35;34,8;33,9;34,7;35,2;0,5;86,1;5649,1;0;6;30,000
1;2;1;0;0;40;39,9;38,9;39,8;40,3;0,6;95,9;341,4;0;6;30,000
2;2;1;0;0;40;39,9;39,0;39,8;40,6;0,7;143,3;632,3;0;6;30,000
1;2;2;1;0;40;39,9;38,5;39,8;40,8;1,0;101,4;174,5;0;6;30,000
2;2;3;1;4;40;39,9;38,8;39,8;40,3;0,6;80,9;165,7;0;6;30,000
