media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
3;2;2;1;0;35;34,8;33,5;34,7;35,5;0,7;93,6;5643,5;0;6;30,000
2;2;2;1;0;40;39,9;38,5;39,7;40,3;0,7;92,3;321,7;0;6;30,000
1;2;1;0;0;40;39,9;39,0;39,7;40,3;0,5;91,6;341,3;0;6;30,000
1;2;3;1;4;40;39,9;39,4;39,8;40,3;0,4;101,8;92,9;0;6;30,000
2;2;1;0;0;40;39,9;37,9;39,8;40,7;1,0;96,6;632,6;0;6;30,000
3;2;3;1;4;40;39,7;37,5;39,7;40,8;1,2;137,7;6219,5;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,8;40,8;0,7;105,6;322,1;0;6;30,000
1;2;1;0;0;40;39,9;38,5;39,7;40,3;0,7;92,5;341,0;0;6;30,000
3;2;1;0;0;35;34,8;33,8;34,8;35,9;0,8;91,6;6021,1;0;6;30,000
1;2;2;1;0;40;39,9;39,0;39,7;40,1;0,4;96,9;174,5;0;6;30,000
1;2;1;0;0;40;39,9;39,4;39,7;40,3;0,3;91,7;341,3;0;6;30,000
3;2;1;0;0;35;34,8;32,9;34,7;35,9;1,2;90,9;6014,6;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,8;40,3;0,7;91,9;174,4;0;6;30,000
3;2;3;1;4;40;39,7;37,9;39,7;40,5;0,9;129,7;6215,3;0;6;30,000
1;2;3;1;4;40;39,9;39,2;39,8;40,4;0,5;95,5;93,0;0;6;30,000
1;2;1;0;0;40;39,9;38,6;39,7;40,3;0,7;95,9;341,3;0;6;30,000
2;2;2;1;0;40;39,9;39,3;39,7;40,3;0,3;94,0;321,9;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,8;40,3;0,7;92,8;174,7;0;6;30,000
2;2;3;1;4;40;39,9;38,9;39,6;40,4;0,6;97,6;165,7;0;6;30,000
3;2;2;1;0;35;34,8;33,1;34,7;35,5;0,8;95,5;5648,0;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,7;40,8;0,7;93,1;322,0;0;6;30,000
3;2;1;0;0;35;34,9;33,5;34,8;35,2;0,7;98,3;6026,3;0;6;30,000
1;2;1;0;0;40;39,9;39,3;39,8;40,4;0,5;93,3;341,0;0;6;30,000
